x
3.189453125
142.5625
26.1083984375
264.5283203125
80.560546875
152.861328125
74.5537109375
149.7548828125
4.32421875
17.4169921875
44.013671875
40.125
166.5927734375
103.2763671875
61.958984375
108.8388671875
28.3544921875
150.9189453125
136.8798828125
102.8505859375
37.4599609375
176.6728515625
96.4853515625
85.2607421875
4.212890625
48.5830078125
40.212890625
97.2568359375
222.25
47.66796875
203.8642578125
33.5048828125
334.8212890625
285.0302734375
216.8642578125
24.3046875
3.7138671875
43.71875
87.140625
219.4697265625
231.921875
334.984375
398.8515625
172.5244140625
222.244140625
163.908203125
40.005859375
93.3740234375
92.7333984375
102.5537109375
4.1142578125
69.666015625
93.6865234375
97.6953125
176.9638671875
19.591796875
19.1591796875
108.8515625
47.755859375
57.0771484375
38.955078125
37.4609375
110.2080078125
158.3818359375
58.3310546875
83.8212890625
188.1787109375
149.078125
64.482421875
196.9375
247.705078125
24.4384765625
14.2646484375
2.19140625
276.7001953125
148.1904296875
201.767578125
276.5029296875
310.984375
40.125
310.4609375
417.5263671875
9.58984375
228.279296875
279.33203125
311.830078125
109.9755859375
69.6953125
8.4375
119.5029296875
117.544921875
244.34375
15.8095703125
57.107421875
23.87890625
44.45703125
6.9638671875
7.86328125
11.36328125
115.625
47.6787109375
101.298828125
170.8994140625
12.9892578125
132.56640625
11.783203125
77.666015625
27.0693359375
85.11328125
32.0078125
159.251953125
116.8828125
87.6142578125
38.443359375
130.6689453125
226.4228515625
112.5322265625
272.5625
27.740234375
55.0185546875
242.1796875
287.2607421875
20.109375
206.712890625
32.1123046875
89.6259765625
24.4775390625
16.76171875
320.7880859375
7.744140625
5.6923828125
75.7841796875
50.681640625
12.6435546875
276.0751953125
9.4248046875
16.177734375
132.9716796875
11.935546875
102.7822265625
182.5546875
127.71484375
195.7958984375
7.7890625
99.6162109375
35.052734375
84.5234375
45.4501953125
24.625
60.564453125
11.033203125
6.2470703125
23.59375
193.66015625
132.9716796875
58.66796875
105.27734375
49.5390625
