x,y
260,8078.11
261,7745.46
262,2211.61
263,6755.82
264,2796.41
265,4331.76
266,5748.4
267,7213.09
268,5616.63
269,4156.57
270,2997.65
271,5879.63
272,4552.86
273,2105.65
274,7174.35
275,7572.63
276,2729.76
277,2786.64
278,7419.11
279,3283.83
280,5544.21
281,2592.24
282,1716.03
283,7886.23
284,4832.79
285,2901.62
286,2796.07
287,4636.71
288,5689.68
289,4877.01
290,6155.1
291,4924.34
292,5385
293,4435.03
294,4610.71
295,4118.22
296,4758.99
297,3654.71
298,3614.97
299,2246
300,4907.79
301,5843.47
302,8530.86
303,4912.36
304,3590.68
305,3877.52
306,3385.79
307,7534.25
308,5065.6
309,7532.37
310,2129.83
311,3958.29
312,2766.22
313,2811.17
314,6102.95
315,3567.96
316,7242.55
317,1827.51
318,5392.65
319,4978.29
320,3383.84
321,1969.54
322,2358.83
323,3154.2
324,2393.06
325,3782.67
326,2395.29
327,8031.64
328,5814.18
329,4251.51
330,2006.03
331,6514.77
332,5260.93
333,5447.56
334,2693.7
335,5199.02
336,2354.19
337,5035.03
338,3076.4
339,3720.26
340,1671.16
341,3340.95
342,2752.99
343,2172.96
344,5211.44
345,4138.51
346,2213.32
347,6634.51
348,5453.35
349,2309.61
350,2312.68
351,5518.43
352,2316.21
353,7526.39
354,7197.02
355,7922.97
356,3563.13
357,2701.69
358,3635.7
359,3568.62
