@requestId,@xrayTraceId,@duration,@timestamp
087c5ff7-4a7f-43a5-8b94-9aabbb5a40b2,1-5d23f381-4a6e8915b49a701d9fac1114,4572.01,2019-07-09 01:53:12.520
ad2f80f3-fc90-4c8f-adcc-f4a196902eaa,1-5d23f389-30145a700e78232ca5e0b1dc,224.7,2019-07-09 01:53:13.839
18359f7b-2c0c-48c3-afe8-d3abcd833d2a,1-5d23f38a-8d75e300fadf56d4e304c8b8,291.2,2019-07-09 01:53:15.239
9eb851ac-2d37-4a00-aed5-78dfc4f0389d,1-5d23f38c-045f97ecd424e92a5f616fc4,1432.89,2019-07-09 01:53:17.759
635e0566-b5fb-4a95-a976-8e21077c579e,1-5d23f38e-5e4c2e92b519f70ed4aea80a,934.53,2019-07-09 01:53:19.780
fd3ac01f-74f0-466f-b808-de022f4fde8f,1-5d23f390-7751adb038b48734cf13d93c,936.22,2019-07-09 01:53:21.799
e4fec47f-a7ba-4fc9-a39a-4abc97e60ffa,1-5d23f392-bab6ba3f5226b775dae0d309,744.66,2019-07-09 01:53:23.659
cc5e64f4-fc6b-4805-89cc-b8992ca9ba7e,1-5d23f394-48533bed879b162e574c066e,110.88,2019-07-09 01:53:24.879
7786185c-8849-42e2-99d9-694a28b9dfab,1-5d23f395-f94f60db5944a905ce5605bb,155.1,2019-07-09 01:53:26.139
d988f198-88b9-4e2f-96f9-e1317a4531a4,1-5d23f397-be13f12666a01ff8eb7d4100,635.34,2019-07-09 01:53:27.859
405ef435-40af-4bab-bb80-5521186c2802,1-5d23f398-2a985f9463b654d2c204eb99,782.62,2019-07-09 01:53:29.740
0bf7efbb-1ad4-4d4d-8b17-2de48fd6865c,1-5d23f39a-9ebf476c592e6c302c50d9e8,57.05,2019-07-09 01:53:30.920
b2b23c1e-798c-49c8-823a-94f8343e9588,1-5d23f39c-41bc93468abb605aa3e9f4b4,192.33,2019-07-09 01:53:32.279
448d4fc0-f147-42c4-8e9b-b904cd67c803,1-5d23f39d-a10297245237b33cbea406c2,709.46,2019-07-09 01:53:34.059
0e52d31d-a47e-4ae7-801a-1acd00ea5452,1-5d23f39f-6e192330ba94ee1ad4614ec6,148.41,2019-07-09 01:53:35.303
7d0013e7-0e4f-4f1f-a89b-c06b6d25a607,1-5d23f3a0-1d0e9860f0ca886006630700,291.3,2019-07-09 01:53:36.719
6a96c08d-ac21-406c-9703-97a97c699e1c,1-5d23f3a1-52b8b01814cd17e03f0e8cf0,862.02,2019-07-09 01:53:38.659
466d74d0-bb3d-4ba4-8282-f9561551bdad,1-5d23f3a3-af20807beca43950a8450534,1178.14,2019-07-09 01:53:40.919
345d0a77-b03a-4245-a29d-253690e4417d,1-5d23f3a5-8c65bf74a8a1ad58ede6dfb0,1136.37,2019-07-09 01:53:43.139
9fe9c3a9-2c58-4c8b-863d-6508d730ec59,1-5d23f3a8-bb001dd4c0c0742485af09c8,267.33,2019-07-09 01:53:44.499
e73630e3-ed80-4076-a1fb-996b76631eb7,,239.55,2019-07-09 01:53:45.822
2547e578-3f1b-44be-abfa-cad152faa262,1-5d23f3aa-94b3e4b79c973b0f3b098669,93.14,2019-07-09 01:53:47.000
12e9528f-f4a6-4bd8-a6ff-9e671d8c0ca7,1-5d23f3ac-919b14f2ee5052385fb87906,1380.31,2019-07-09 01:53:49.520
f5579f41-972c-4713-bbea-08bd18c68d40,1-5d23f3ae-b2940a1a955588362e6a6434,100.57,2019-07-09 01:53:50.720
eb71c1f2-6da8-49f3-851e-294c3b52edd8,1-5d23f3af-e34aee6676a94608e9cd68b4,169.8,2019-07-09 01:53:51.999
cbc1ba6d-9511-4f4c-8319-18fbaa0afa33,1-5d23f3b1-c8a73650aab479e08c29b0b8,539.71,2019-07-09 01:53:53.601
4bd2d679-2593-4720-952d-30b93094974d,1-5d23f3b2-8a76b320cdb00d00f36830c0,97.72,2019-07-09 01:53:54.787
c2454adb-4558-4568-a2e9-8a27348db92f,1-5d23f3b3-614d7b81d4a4cf508150d998,912.14,2019-07-09 01:53:56.802
550e533c-e71c-4d40-aee9-a203daf726e4,,987.69,2019-07-09 01:53:58.881
b17a1b2f-66ff-46f5-9d70-f210afff201a,1-5d23f3b7-a6cb181b943d3aacfebe15b7,1056.82,2019-07-09 01:54:01.039
acb34659-e6ef-4b98-b0a0-61b9c862d7e9,1-5d23f3ba-6b40578cd5f6acea2dee58a6,130.83,2019-07-09 01:54:02.260
71ecc850-56ad-4d71-aa6b-8d0440a0b610,1-5d23f3bb-05d3802bd81a481be580a3a8,1377.57,2019-07-09 01:54:04.720
bbce99eb-bd9a-46a8-b7f6-1d2096d7444f,1-5d23f3bd-7dff03accf78232ff6313d53,646.79,2019-07-09 01:54:06.459
66fc597a-620b-43bb-8096-795133fb3a0d,1-5d23f3bf-07ea3a6838a1ed48f7cc17c4,143.4,2019-07-09 01:54:07.721
8bf80e26-4c3f-4b7a-b9ac-c7c0c5ede68d,1-5d23f3c0-de62c17855c42c58e7a28a90,489.34,2019-07-09 01:54:09.301
