x,y
260,10414.86
261,6910.97
262,9470.87
263,5834.28
264,6144.75
265,4164.55
266,5738.61
267,9715.62
268,9766.55
269,9639.11
270,6405.56
271,6032.35
272,7915.39
273,8887.16
274,8199.35
275,8868.92
276,6460.99
277,9528.58
278,5901.66
279,9190.08
280,8398.62
281,9110.24
282,9647.38
283,8363.15
284,7619.91
285,4900.8
286,9453.06
287,8733.69
288,9791.53
289,9401.09
290,9391.89
291,8896.19
292,9399.15
293,4593.78
294,9621.38
295,9155.55
296,4185.28
297,9423.51
298,4940.96
299,9266.76
300,4334.45
301,7511.73
302,4266.77
303,8770.19
304,7286.4
305,9443.68
306,6797.33
307,7540.03
308,6915.08
309,9256.21
310,8058.52
311,7602.21
312,8265.53
313,7828.68
314,5330.28
315,7991.11
316,9488.76
317,9736.3
318,9582.57
319,8212.06
320,7218.3
321,9834.92
322,6049.28
323,9866.36
324,6482.11
325,8786.97
326,4696.23
327,9407.12
328,9000.94
329,6169.1
330,6241.44
331,5329.01
332,9619.59
333,9593.08
334,8001.26
335,7804.67
336,4371.93
337,8534.68
338,4835.35
339,9152.24
340,9033.01
341,6695.38
342,9453.2
343,8491.53
344,5962.9
345,5969.54
346,7942.62
347,4958.3
348,9555.21
349,9764.18
350,5640.76
351,7341.86
352,9694.99
353,4382.88
354,6574.2
355,8464.28
356,5575.28
357,9044.98
358,4412.87
359,8773.51
