x,y
120,15273.9
121,5948.46
122,9690.4
123,9430.74
124,9832.43
125,9476.22
126,7420.2
127,8316.68
128,7566.6
129,9447.07
130,5707.17
131,9377.75
132,8901.62
133,9764.16
134,7702.34
135,4650.95
136,7174.03
137,9487.36
138,8613.18
139,6676.55
140,7135.37
141,7078.36
142,9652.25
143,4671.37
144,9519.4
145,5293.54
146,9539.5
147,8562.14
148,5512.58
149,4410.41
150,9753.11
151,7275.86
152,8015.75
153,8754.34
154,9709.57
155,6116.46
156,8499.61
157,6397.29
158,9831.18
159,5051.3
160,8800.71
161,9486.56
162,8942.31
163,6898.45
164,9749.69
165,6279.43
166,9506.54
167,5891.15
168,9481.68
169,8529.07
170,9190.1
171,4408.42
172,8974.28
173,6156.18
174,5248.81
175,5327.4
176,5301.01
177,7517.54
178,9627.85
179,8273.37
180,9629.73
181,9664.14
182,10233.94
183,9677.65
184,8611.9
185,9940.21
186,7099.38
187,9797.64
188,8086.06
189,7826.23
190,4601.9
191,6467.44
192,7675.9
193,7892.34
194,6558.36
195,9624.63
196,8381.62
197,9494.53
198,9727.32
199,5568.96
200,9826.95
201,9794.55
202,8979.99
203,8182.27
204,8466.97
205,7687.57
206,5362.02
207,4431.41
208,5103.37
209,9794.22
210,6268
211,8478.31
212,9673.89
213,4778.39
214,5803.6
215,8826.99
216,9455.86
217,9690.5
218,6605.32
219,6662.8
