x,Y
120,2000.15
121,3426.51
122,7309.49
123,1954.16
124,2587.85
125,4749
126,4106.75
127,5126.92
128,7022.56
129,3673.56
130,3188.99
131,3008.52
132,7140.81
133,7858.15
134,4665.29
135,6634.16
136,2741.35
137,6137.03
138,6306.22
139,3024.73
140,5302.96
141,4736.6
142,2751.22
143,5174.43
144,4149.17
145,5066.67
146,2319.45
147,2255.9
148,4002.7
149,3126.38
150,2397.74
151,3936.21
152,6208.37
153,5189.59
154,7620.79
155,5583.99
156,4314.33
157,2791.95
158,2653.42
159,6378.25
160,2534.34
161,6120.78
162,5973.54
163,3471.22
164,1548.06
165,3821.02
166,4754.18
167,2946.33
168,2819.89
169,3961.06
170,4388.48
171,2515.06
172,2799.28
173,2119.83
174,5307.79
175,2694.24
176,2418.42
177,5765.82
178,2947.63
179,3098.53
180,3039.65
181,4902.85
182,3197.07
183,8079.19
184,6210.8
185,8088.12
186,3769.99
187,6454.47
188,2692.51
189,2815.18
190,2532.6
191,2749.02
192,1590.94
193,2487.73
194,1742.59
195,3030.3
196,2900.17
197,3403.76
198,8284.32
199,4314.02
200,2674.58
201,3819.82
202,4388.23
203,4542
204,3805.72
205,6490.75
206,4092.79
207,2710.69
208,5837.36
209,3875.24
210,2892.97
211,2583.13
212,5506.57
213,8033.6
214,2952.83
215,3155.02
216,1632.77
217,2315.02
218,3505.62
219,4913.62
