x,y
457,1866.46
458,2386.90
459,2323.92
460,1935.01
461,1356.95
462,1698.38
463,1861.23
464,2626.98
465,1395.55
466,1368.70
467,1261.56
468,1396.04
469,2563.74
470,1272.07
471,1437.82
472,1470.37
473,1436.00
474,1440.62
475,2758.42
476,1497.88
477,1803.00
478,2797.70
479,2038.84
480,2037.47
481,2078.25
482,1309.60
483,1880.69
484,2831.08
485,1227.49
486,1524.43
487,2088.90
488,1546.18
489,1564.06
490,2393.03
491,1504.10
492,1555.06
493,1691.71
494,1333.50
495,1673.93
496,1477.50
497,2090.66
498,1206.29
499,1199.80
500,2080.36
501,1608.80
502,2328.12
503,1525.18
504,1718.92
505,1629.58
506,1670.22
507,1424.34
508,1525.90
509,1484.50
510,1483.85
511,1749.52
512,1872.81
513,2122.75
514,2691.13
515,1439.53
516,1674.94
517,2924.24
518,1932.86
519,1382.16
520,1756.75
521,1738.67
522,2770.03
523,1476.93
524,2922.43
525,1569.84
526,1658.38
527,1911.64
528,2907.94
529,2703.76
530,1676.28
531,1328.06
532,2318.87
533,1694.92
534,1664.53
535,2156.97
536,1127.44
537,2978.51
538,2549.10
539,2121.25
540,1356.74
541,2537.67
542,1502.85
543,2662.94
544,2014.40
545,1752.49
546,1310.78
547,1372.39
548,1893.25
549,1551.61
550,1823.87
551,1962.55
552,1535.83
553,2595.96
554,2543.64
555,2343.68
556,2463.70
557,1471.32
558,1838.44
559,1762.47
560,2106.46
561,2736.59
562,1328.93
563,2568.04
564,1606.43
565,2741.49
566,1554.31
567,1349.40
568,1650.40
569,2950.80
570,1597.02
571,1995.72
572,2178.93
573,2909.27
574,1213.76
575,1515.65
576,1321.06
577,1497.71
578,1702.35
579,1756.65
580,1294.28
581,1673.02
582,1735.26
583,2281.34
584,1898.19
585,2386.88
586,1259.90
587,2554.01
588,2166.90
589,2340.86
590,1744.16
591,1794.88
592,1593.73
593,2011.74
594,2022.39
595,2459.04
596,2649.86
597,1355.69
598,2348.66
599,2825.13
600,1373.09
601,2314.32
602,2367.36
603,3047.37
604,1604.93
605,2360.08
606,1434.79
607,3258.57
608,2115.05
609,1838.31
610,2994.98
611,1749.26
612,2081.36
613,2299.72
614,1267.50
615,2088.32
616,1867.25
617,1614.17
618,1229.97
619,1426.14
620,1393.27
621,1931.09
622,1230.51
623,2761.12
624,1798.98
625,1741.10
626,2268.41
627,1971.43
628,2713.63
629,2270.66
630,2267.98
631,2368.08
632,1359.93
633,1437.87
634,1358.96
635,2314.39
636,1926.57
637,1949.59
638,1273.11
639,1972.68
640,1341.99
641,1639.29
642,2672.30
643,2700.28
644,1997.91
645,1633.93
646,1377.41
647,2138.78
648,1641.19
649,1651.05
650,2200.21
651,1473.87
652,1863.48
653,1893.28
654,1806.47
655,2220.98
656,2361.22
657,2085.39
658,2039.69
659,1208.35
660,2134.84
661,1682.97
662,2552.54
663,1353.17
664,2181.79
665,1911.04
666,2667.15
667,1605.88
668,1830.54
669,1406.02
670,1550.72
671,1603.74
672,1501.29
673,2363.49
674,2656.16
675,2609.71
676,2147.45
677,1457.32
678,1787.71
679,1413.77
680,1465.89
681,2307.86
682,2491.07
683,1452.77
684,2986.40
685,1914.63
686,2022.70
687,2436.63
688,1344.13
689,1625.53
690,1645.19
691,2048.84
692,1820.54
693,2570.55
694,1675.83
695,1714.35
696,2043.76
697,2806.21
698,1944.71
699,1740.43
700,2240.18
701,1670.82
702,2097.23
703,2223.45
704,1618.45
705,1547.88
706,1443.21
707,3008.47
708,3001.53
709,2402.18
710,2781.70
711,2115.65
712,2619.41
713,1432.22
714,1402.50
715,2255.16
716,1580.92
717,1661.32
718,1575.46
719,1907.75
720,2350.46
721,2827.28
722,1624.47
723,1835.39
724,2313.80
725,1505.23
726,1958.16
727,1763.76
728,1744.69
729,1540.96
730,2189.10
731,1602.79
732,1087.61
733,1455.85
734,1330.91
735,1419.19
736,1816.09
737,1752.65
738,1172.80
739,1560.06
740,2477.61
741,1767.64
742,2706.78
743,1752.70
744,2200.64
745,2506.24
746,1360.88
747,1572.30
748,1988.59
749,1366.83
750,2372.73
751,2865.59
752,1615.25
753,1456.23
754,2312.30
755,1877.48
756,2066.44
757,2722.22
758,1599.91
759,2071.85
760,1770.67
761,1465.28
762,2110.00
763,2416.53
764,1422.05
765,1504.06
766,1445.60
767,1628.02
768,2678.21
769,1774.37
770,2090.12
771,2497.33
772,2322.80
773,2201.44
774,1491.57
775,2017.26
776,1367.31
777,2473.96
778,1303.26
779,2304.67
780,1494.72
781,2145.36
782,2856.74
783,1572.33
784,1527.04
785,1984.53
786,1273.66
787,1399.43
788,1423.60
789,2011.52
790,1860.40
791,2803.71
792,2665.87
793,2118.32
794,1701.81
795,2018.79
796,2806.55
797,1626.72
798,1640.43
799,1861.60
800,1439.47
801,1835.59
802,2838.17
803,2846.00
804,1151.48
805,2599.30
806,2295.96
807,2204.86
808,1635.94
809,1908.32
810,1490.11
811,2508.39
812,1568.77
813,2895.84
814,1580.20
815,2288.20
816,1689.68
817,1443.80
818,1469.26
819,2612.61
820,1296.10
821,2028.77
822,1711.12
823,2642.53
824,2326.92
825,1305.89
826,1205.65
827,2393.94
828,2017.39
829,1361.36
830,1543.75
831,1730.67
832,2447.19
833,1721.38
834,2990.56
835,2393.30
836,1913.81
837,2418.71
838,2925.93
839,3031.42
840,2386.11
841,1996.72
842,1757.28
843,1859.04
844,1808.00
845,1615.19
846,1783.07
847,1193.01
848,1384.68
849,1694.65
850,2554.92
851,2187.01
852,1378.38
853,2140.89
854,2474.10
855,2819.19
856,1514.48
857,2398.96
858,2278.63
859,1257.54
860,2725.85
861,2039.18
862,1572.23
863,1505.20
864,2381.67
865,1451.81
866,2033.04
867,1436.64
868,2030.74
869,2111.69
870,1574.18
871,1843.59
872,1256.13
873,1530.26
874,1474.74
875,1968.13
876,2420.96
877,2844.89
878,1519.79
879,1320.65
880,2864.82
881,1482.62
882,1623.01
883,1277.19
884,1826.95
885,1206.59
886,2249.49
887,2645.50
888,3029.89
889,2164.10
890,2243.25
891,1521.75
892,2827.06
893,2796.00
894,1496.11
895,2281.02
896,1373.01
897,1582.31
898,1435.30
899,2882.16
900,2919.68
901,2413.78
902,2735.28
903,2056.39
904,1857.93
905,1635.94
906,2766.37
907,2065.28
908,2410.30
909,1481.15
910,1505.44
911,1752.61
912,1640.71
913,2180.16
914,1431.91
915,1466.25
916,1421.72
917,1617.41
918,2114.02
919,2396.44
920,2322.88
921,1240.28
922,2573.21
923,1459.02
924,1564.22
925,1343.09
926,2321.39
927,1280.29
928,1418.80
929,2165.84
930,2449.11
931,1385.29
932,1855.11
933,1770.96
934,1659.06
935,2923.53
936,1633.96
937,1219.36
938,1575.55
939,1248.23
940,2457.13
941,1424.32
942,1811.25
943,2128.60
944,1851.28
945,1850.88
946,1885.65
947,2965.83
948,2152.23
949,2777.62
950,2097.94
951,1870.18
952,1797.78
953,1985.08
954,1871.48
955,1259.27
956,2849.56
957,2649.43
958,1862.10
959,2398.07
960,1108.87
961,1891.01
962,2602.29
963,2408.11
964,1614.55
965,1814.28
966,1542.10
967,1157.14
968,1835.39
969,1741.72
970,2088.74
971,1601.93
972,2269.84
973,2427.38
974,1914.20
975,2397.56
976,2162.22
977,2774.75
978,1728.65
979,2555.16
