x
1000.3662109375
1135.2646484375
1016.7939453125
1001.06640625
1010.6669921875
1012.759765625
1006.5732421875
1012.9326171875
1007.7578125
1005.287109375
1008.103515625
1004.64453125
1005.60546875
1008.5322265625
1012.5087890625
1001.06640625
1727.0263671875
1935.9091796875
1365.6982421875
1687.7958984375
1563.5029296875
1925.033203125
1984
1676.0654296875
1328.7919921875
1890.76953125
1709.1455078125
1443.76171875
1331.478515625
1649.7626953125
1643.7890625
1586.4091796875
1902.4638671875
1456.333984375
1950.5771484375
1058.689453125
1418.1640625
1648.603515625
1539.79296875
1288.3388671875
1722.1796875
1196.5234375
1039.2890625
1311.353515625
1688.576171875
1425.4892578125
1156.4208984375
1448.8017578125
1134.8232421875
1210.5595703125
1553.9873046875
1063.609375
1350.607421875
1691.7353515625
1185.9814453125
1486.201171875
1833.552734375
1017.810546875
1629.8173828125
1448.40234375
1045.083984375
1088.7265625
1100.7236328125
1135.2646484375
1028.279296875
1040.7861328125
1144.6962890625
1068.8212890625
1068.8212890625
1007.126953125
1113.5966796875
1000.66796875
1054.9228515625
1109.685546875
1041.857421875
1142.4130859375
1011.39453125
1124.34765625
1014.6005859375
1078.7197265625
1079.4404296875
1038.1748046875
1020.8154296875
1026.224609375
1009.2734375
1008.84375
1014.9169921875
1013.984375
1027.3994140625
1017.1416015625
1151.5625
1027.29296875
1026.0654296875
1026.224609375
1017.1416015625
1025.07421875
1027.3994140625
1008.84375
1027.931640625
1011.1083984375
1001.978515625
1047.974609375
1014.9169921875
1026.224609375
1768.763671875
1214.9169921875
1422.0615234375
1171.25390625
1799.8427734375
1672.755859375
1395.177734375
1757.8291015625
1089.4091796875
1438.513671875
1363.3837890625
1652.158203125
1244.001953125
1051.4765625
1422.853515625
1258.328125
1007.0029296875
1011.0546875
1734.4111328125
1022.3212890625
1085.5576171875
1200.353515625
1076.10546875
1141.9482421875
1104.20703125
1079.6728515625
1055.2734375
1058.6865234375
1144.6962890625
1007.4169921875
1078.7197265625
1022.3232421875
1158.54296875
1078.7197265625
1078.7197265625
1055.9599609375
1110.150390625
1100.7236328125
1046.1083984375
1158.8115234375
1011.8408203125
1093.1357421875
1138.59765625
1052.5234375
1073.5693359375
1001.7978515625
1028.29296875
1021.138671875
1003.5849609375
1016.7939453125
1018.03125
1016.7939453125
1016.7939453125
1013.923828125
1011.76953125
1002.392578125
1004.517578125
1004.7666015625
1011.1396484375
1025.07421875
1008.583984375
1002.6708984375
1002.6708984375
1009.2734375
1023.9208984375
1026.224609375
1024.9970703125
1092.779296875
1343.294921875
1827.392578125
1150.6826171875
1456.048828125
1115.3349609375
1041.85546875
1135.517578125
1016.7939453125
1776.087890625
1070.8173828125
1328.4267578125
1768.5556640625
1285.078125
1430.77734375
1078.5927734375
1068.1845703125
1343.03125
1395.177734375
1017.1875
1200.9697265625
1347.6708984375
1159.0087890625
1089.6767578125
1011.8515625
1027.7548828125
1131.447265625
1138.33203125
1089.6767578125
1051.0126953125
1002.6708984375
1096.03515625
1059.4091796875
1110.150390625
1074.6630859375
1034.609375
1061.83984375
1065.9189453125
1072.4208984375
1031.6708984375
1031.6982421875
1003.345703125
1022.3232421875
1068.984375
1011.353515625
1014.3447265625
1004.515625
1011.353515625
1014.384765625
1027.29296875
1027.29296875
1014.2197265625
1021.72265625
1002.6708984375
1004.7666015625
