x,,,,,,
4117.18,,,,,,
628.11,,,,,,
431.26,,,,,,
1432.01,,,,,,
59.59,,,,,,
1253.51,,,,,,
671.58,,,,,,
1142.91,,,,,,
810.93,,,,,,
998.79,,,,,,
1323.93,,,,,,
1251.91,,,,,,
333.38,,,,,,
95.16,,,,,,
381.01,,,,,,
93.89,,,,,,
1110.18,,,,,,
249.28,,,,,,
216.71,,,,,,
1084.14,,,,,,
85.41,,,,,,
933.11,,,,,,
787.44,,,,,,
366.69,,,,,,
827.62,,,,,,
112.81,,,,,,
1110.7,,,,,,
1116.48,,,,,,
883.1,,,,,,
260.73,,,,,,
1069.66,,,,,,
344.28,,,,,,
199.27,,,,,,
934.51,,,,,,
53.12,,,,,,
458.9,,,,,,
760.12,,,,,,
861.47,,,,,,
1150.82,,,,,,
1032.38,,,,,,
304.74,,,,,,
1031.67,,,,,,
792.5,,,,,,
1019.01,,,,,,
62.61,,,,,,
710.51,,,,,,
1234.96,,,,,,
194.64,,,,,,
171.28,,,,,,
45.65,,,,,,
431.74,,,,,,
1640.14,,,,,,
67.38,,,,,,
249.68,,,,,,
267.82,,,,,,
77.63,,,,,,
71.46,,,,,,
1430.88,,,,,,
568.49,,,,,,
235.37,,,,,,
135.81,,,,,,
1394.57,,,,,,
39.45,,,,,,
221.34,,,,,,
1315.51,,,,,,
379.45,,,,,,
1405.39,,,,,,
271.81,,,,,,
367.94,,,,,,
99.4,,,,,,
65.2,,,,,,
91.61,,,,,,
120.43,,,,,,
305.82,,,,,,
109.57,,,,,,
1344.93,,,,,,
210.39,,,,,,
948.65,,,,,,
1160.06,,,,,,
799.89,,,,,,
68.28,,,,,,
878.94,,,,,,
708.25,,,,,,
625.89,,,,,,
86.88,,,,,,
41.86,,,,,,
445.25,,,,,,
1234.22,,,,,,
44.8,,,,,,
233.86,,,,,,
780.3,,,,,,
1311.59,,,,,,
195.87,,,,,,
98.92,,,,,,
972.82,,,,,,
1197.04,,,,,,
865,,,,,,
342.35,,,,,,
180.08,,,,,,
431.15,,,,,,
1177.34,,,,,,
855.1,,,,,,
961.26,,,,,,
1424.94,,,,,,
85.25,,,,,,
133.97,,,,,,
1495.36,,,,,,
784.39,,,,,,
61.13,,,,,,
614.69,,,,,,
97.21,,,,,,
370.42,,,,,,
887.77,,,,,,
85.21,,,,,,
334.94,,,,,,
1033.92,,,,,,
119.76,,,,,,
98.16,,,,,,
480.02,,,,,,
761.44,,,,,,
679.31,,,,,,
72.12,,,,,,
752.8,,,,,,
809.36,,,,,,
1351.74,,,,,,
985.41,,,,,,
74.9,,,,,,
356.25,,,,,,
780.25,,,,,,
1352.78,,,,,,
45.63,,,,,,
46.89,,,,,,
657.34,,,,,,
602.97,,,,,,
1235.76,,,,,,
822.74,,,,,,
51.98,,,,,,
341.8,,,,,,
138.03,,,,,,
201.31,,,,,,
1087.14,,,,,,
243.35,,,,,,
636.75,,,,,,
71.89,,,,,,
1432.18,,,,,,
159.28,,,,,,
190.51,,,,,,
1226.46,,,,,,
903.79,,,,,,
621.6,,,,,,
360.4,,,,,,
53.23,,,,,,
732.27,,,,,,
190.39,,,,,,
612.47,,,,,,
789.36,,,,,,
931.15,,,,,,
703.75,,,,,,
219.71,,,,,,
56.98,,,,,,
1118.06,,,,,,
526.54,,,,,,
1389.86,,,,,,
788.54,,,,,,
289.44,,,,,,
179.25,,,,,,
856.82,,,,,,
1305.77,,,,,,
1581.98,,,,,,
726.64,,,,,,
265.36,,,,,,
726.6,,,,,,
424.3,,,,,,
860.52,,,,,,
146.25,,,,,,
203.25,,,,,,
337.49,,,,,,
1386.77,,,,,,
867.6,,,,,,
40.73,,,,,,
239.27,,,,,,
766.71,,,,,,
107.18,,,,,,
44.83,,,,,,
52.95,,,,,,
1039.75,,,,,,
466.72,,,,,,
497.35,,,,,,
185,,,,,,
630.9,,,,,,
707.53,,,,,,
327.09,,,,,,
169.31,,,,,,
1211.29,,,,,,
1311.61,,,,,,
613.65,,,,,,
50.55,,,,,,
717.04,,,,,,
1165.25,,,,,,
799.87,,,,,,
375.83,,,,,,
884.58,,,,,,
52.09,,,,,,
1328.82,,,,,,
345.34,,,,,,
1089.23,,,,,,
994.16,,,,,,
282.35,,,,,,
458.46,,,,,,
310.99,,,,,,
107.08,,,,,,
90.75,,,,,,
201.7,,,,,,
812.41,,,,,,
1360.33,,,,,,
110.92,,,,,,
41.14,,,,,,
257.42,,,,,,
153.04,,,,,,
353.64,,,,,,
184.17,,,,,,
48.23,,,,,,
1121.2,,,,,,
1469.84,,,,,,
696.92,,,,,,
121.4,,,,,,
848.66,,,,,,
74.62,,,,,,
249.96,,,,,,
335.23,,,,,,
1391.87,,,,,,
77.15,,,,,,
514.49,,,,,,
46.5,,,,,,
1280.91,,,,,,
719.61,,,,,,
859.43,,,,,,
304.7,,,,,,
1502.37,,,,,,
490.47,,,,,,
183.42,,,,,,
79.98,,,,,,
1144.79,,,,,,
717.14,,,,,,
883.32,,,,,,
1102.02,,,,,,
840.75,,,,,,
457.76,,,,,,
82.55,,,,,,
964.86,,,,,,
706.97,,,,,,
148.04,,,,,,
223.97,,,,,,
121.17,,,,,,
849.92,,,,,,
111.72,,,,,,
1070.42,,,,,,
1061.04,,,,,,
1134.52,,,,,,
108.01,,,,,,
114.4,,,,,,
30.51,,,,,,
283.25,,,,,,
89.47,,,,,,
96.31,,,,,,
124.37,,,,,,
693.35,,,,,,
87.98,,,,,,
1398.04,,,,,,
1224.97,,,,,,
169.72,,,,,,
453.09,,,,,,
1152.67,,,,,,
761.63,,,,,,
541.14,,,,,,
248.74,,,,,,
392.94,,,,,,
619.11,,,,,,
1358.63,,,,,,
29.45,,,,,,
88.85,,,,,,
1399.56,,,,,,
1276.08,,,,,,
1345.45,,,,,,
257.32,,,,,,
714.46,,,,,,
329.66,,,,,,
406.14,,,,,,
147.73,,,,,,
802.5,,,,,,
22.17,,,,,,
41.27,,,,,,
395.53,,,,,,
397.58,,,,,,
767.9,,,,,,
1388,,,,,,
58.33,,,,,,
373.55,,,,,,
1414.76,,,,,,
807.82,,,,,,
776.45,,,,,,
703.3,,,,,,
1378.12,,,,,,
701.49,,,,,,
597.12,,,,,,
385.6,,,,,,
1108.72,,,,,,
192.51,,,,,,
140.06,,,,,,
882.1,,,,,,
45.79,,,,,,
819.7,,,,,,
369.67,,,,,,
96.58,,,,,,
879.13,,,,,,
1074.91,,,,,,
807.13,,,,,,
1394.27,,,,,,
734.47,,,,,,
896.08,,,,,,
1046.05,,,,,,
695.98,,,,,,
222.95,,,,,,
349.45,,,,,,
