x,y
886,201.21
887,297.23
888,207.53
889,191.08
890,198.9
891,190.78
892,233.91
893,287.13
894,199.14
895,221.36
896,242.23
897,201.35
898,205.49
899,292.77
900,206.65
901,222.67
902,213.04
903,224.51
904,224.38
905,309.7
906,219.92
907,231.39
908,208.15
909,220.55
910,225.92
911,355.71
912,218.44
913,230.63
914,206.07
915,201.16
916,318.26
917,228.2
918,202.54
919,225.08
920,212.75
921,302
922,202.18
923,213.62
924,219.7
925,209.49
926,322.26
927,193.87
928,228.17
929,186.39
930,211.62
931,235.05
932,287.7
933,207.23
934,206.36
935,228.45
936,229.62
937,228.23
938,313.12
939,226.99
940,217.32
941,223.57
942,289.37
943,212.31
944,316.38
945,211.6
946,203.49
947,213.58
948,230.77
949,210.39
950,334.3
951,212.74
952,230.36
953,213.7
954,204.31
955,212.91
956,293.55
957,219.85
958,210.35
959,225.4
960,225.33
961,205.57
962,299.28
963,228.52
964,210.71
965,225.42
966,228.01
967,225.12
968,307.2
969,204.7
970,251.76
971,227.29
972,226.63
973,214.99
974,288.24
975,206.88
976,223.88
977,227.55
978,219.84
979,234.07
980,310.33
981,213.93
982,218.61
983,212.66
984,206.2
985,227.11
986,315.62
987,217.15
988,220.33
989,202.92
990,212.73
991,260.58
992,323.22
993,243.08
994,209.64
995,216.53
996,233.17
997,225.16
998,289.82
999,206.21
1000,229.76
