x,y,,,,,,
636,9253.74,,,,,,
637,7006.52,,,,,,
638,4433.74,,,,,,
639,4966.84,,,,,,
640,9290.69,,,,,,
641,8805.72,,,,,,
642,8399.79,,,,,,
643,6554.62,,,,,,
644,9224.96,,,,,,
645,4607.94,,,,,,
646,9580.93,,,,,,
647,6814.58,,,,,,
648,9532.88,,,,,,
649,8169.69,,,,,,
650,7971.11,,,,,,
651,4421.73,,,,,,
652,6988.93,,,,,,
653,7778.59,,,,,,
654,9424.51,,,,,,
655,9141.86,,,,,,
656,5549.34,,,,,,
657,4517.93,,,,,,
658,9496.39,,,,,,
659,9311.28,,,,,,
660,9789.03,,,,,,
661,9378.35,,,,,,
662,5199.82,,,,,,
663,5883.37,,,,,,
664,6674.48,,,,,,
665,8230.49,,,,,,
666,8425.65,,,,,,
667,9241.59,,,,,,
668,6796.19,,,,,,
669,5097.89,,,,,,
670,8777.28,,,,,,
671,4116.53,,,,,,
672,4638.99,,,,,,
673,9089.98,,,,,,
674,8993.27,,,,,,
675,6865.65,,,,,,
676,4881.77,,,,,,
677,6795.56,,,,,,
678,7361.28,,,,,,
679,5399.4,,,,,,
680,7038.48,,,,,,
681,5234.57,,,,,,
682,4573.48,,,,,,
683,8286.9,,,,,,
684,9464.34,,,,,,
685,8663.79,,,,,,
686,4539.33,,,,,,
687,4486.19,,,,,,
688,6809.28,,,,,,
689,9169.49,,,,,,
690,9486.3,,,,,,
691,9122.44,,,,,,
692,6475.06,,,,,,
693,9594.59,,,,,,
694,8039.3,,,,,,
695,8472.17,,,,,,
696,9413.8,,,,,,
697,5710.7,,,,,,
698,9412.35,,,,,,
699,8129.89,,,,,,
700,8932.61,,,,,,
701,9405.64,,,,,,
702,9030.87,,,,,,
703,8277.9,,,,,,
704,6651.94,,,,,,
705,9153.59,,,,,,
706,9028.06,,,,,,
707,7923.1,,,,,,
708,8512.96,,,,,,
709,9479.85,,,,,,
710,6986.28,,,,,,
711,4453.15,,,,,,
712,8773.13,,,,,,
713,5096.23,,,,,,
714,8845.4,,,,,,
715,4819.17,,,,,,
716,8598.93,,,,,,
717,7161.13,,,,,,
718,7564.3,,,,,,
719,8378.96,,,,,,
720,4158.83,,,,,,
721,9411.55,,,,,,
722,9392.35,,,,,,
723,5382.71,,,,,,
724,8409.4,,,,,,
725,5304.99,,,,,,
726,9162.84,,,,,,
727,9493.5,,,,,,
728,7485.39,,,,,,
729,7959.72,,,,,,
730,8632.12,,,,,,
731,6198.6,,,,,,
732,6980.32,,,,,,
733,5379.16,,,,,,
734,4453.41,,,,,,
735,4322.25,,,,,,
736,9366.54,,,,,,
737,9317.98,,,,,,
738,7739.47,,,,,,
739,4154.68,,,,,,
740,4741.64,,,,,,
741,9117.72,,,,,,
742,4527.88,,,,,,
743,9405.46,,,,,,
744,9271.18,,,,,,
745,5809.51,,,,,,
746,9532,,,,,,
747,8281.85,,,,,,
748,8977.18,,,,,,
749,9589.53,,,,,,
750,8371,,,,,,
751,9288.34,,,,,,
752,9539.87,,,,,,
753,8040.35,,,,,,
754,9234.34,,,,,,
755,5140.96,,,,,,
756,5660.27,,,,,,
757,9975.75,,,,,,
758,8568.77,,,,,,
759,9017.4,,,,,,
760,5789.06,,,,,,
761,9356.56,,,,,,
762,8420.36,,,,,,
763,9179.53,,,,,,
764,9224.33,,,,,,
765,5266.61,,,,,,
766,9340.22,,,,,,
767,9016.51,,,,,,
768,5370.8,,,,,,
769,4800.19,,,,,,
770,9170.04,,,,,,
771,4777.3,,,,,,
772,6984.23,,,,,,
773,8197.88,,,,,,
774,4469.99,,,,,,
775,6623.71,,,,,,
776,4549.89,,,,,,
777,9696.19,,,,,,
778,8760.46,,,,,,
779,9853.18,,,,,,
780,8955.47,,,,,,
781,8573.69,,,,,,
782,6837.66,,,,,,
783,9241.19,,,,,,
784,6372.93,,,,,,
785,9571.31,,,,,,
786,9271.27,,,,,,
787,4999.16,,,,,,
788,7827.14,,,,,,
789,4900.71,,,,,,
790,9625.43,,,,,,
791,8745.91,,,,,,
792,8722.97,,,,,,
793,4552.82,,,,,,
794,5903.83,,,,,,
795,9272.8,,,,,,
796,8697.26,,,,,,
797,9233.22,,,,,,
798,8683.94,,,,,,
799,9115.57,,,,,,
800,8940.77,,,,,,
801,9425.67,,,,,,
802,9274.66,,,,,,
803,9043.99,,,,,,
804,4463.87,,,,,,
805,4900.41,,,,,,
806,8343.09,,,,,,
807,4761.09,,,,,,
808,8580.16,,,,,,
809,9604.9,,,,,,
810,7261.43,,,,,,
811,9251.63,,,,,,
812,7310.67,,,,,,
813,5974.76,,,,,,
814,8229.19,,,,,,
815,4633.47,,,,,,
816,6023.65,,,,,,
817,5267.63,,,,,,
818,7552.84,,,,,,
819,4070.03,,,,,,
820,8972.88,,,,,,
821,4780.84,,,,,,
822,4091.26,,,,,,
823,4898.45,,,,,,
824,9368.84,,,,,,
825,5810.52,,,,,,
826,9388,,,,,,
827,6559.59,,,,,,
828,9086.46,,,,,,
829,8206.72,,,,,,
830,9310.77,,,,,,
831,9080.09,,,,,,
832,5931.3,,,,,,
833,7548.91,,,,,,
834,9477.45,,,,,,
835,8050.89,,,,,,
836,9688.5,,,,,,
837,9661.82,,,,,,
838,9038.09,,,,,,
839,7136.31,,,,,,
840,9143.63,,,,,,
841,7894.15,,,,,,
842,5302.36,,,,,,
843,9183.98,,,,,,
844,6634.38,,,,,,
845,5666.33,,,,,,
846,4962.32,,,,,,
847,8768.34,,,,,,
848,8552.38,,,,,,
849,6412.92,,,,,,
850,8976.39,,,,,,
851,4920.22,,,,,,
852,4461.61,,,,,,
853,9299.41,,,,,,
854,5892.31,,,,,,
855,9466.57,,,,,,
856,9615.83,,,,,,
857,5368.04,,,,,,
858,5588.23,,,,,,
859,9011.52,,,,,,
860,9203.52,,,,,,
861,6014.88,,,,,,
862,9126.96,,,,,,
863,5516.95,,,,,,
864,9630.56,,,,,,
865,9467.87,,,,,,
866,7518.65,,,,,,
867,9304.47,,,,,,
868,8813.55,,,,,,
869,5804.62,,,,,,
870,6008.56,,,,,,
871,9369.41,,,,,,
872,9501.36,,,,,,
873,9252.66,,,,,,
874,5553.19,,,,,,
875,9216.53,,,,,,
876,9089.01,,,,,,
877,6315.49,,,,,,
878,9352.13,,,,,,
879,7756.8,,,,,,
880,9228.58,,,,,,
881,5432.1,,,,,,
882,9251.93,,,,,,
883,4873.35,,,,,,
884,7783.15,,,,,,
885,5735.14,,,,,,
886,8471.6,,,,,,
887,8794.85,,,,,,
888,4852.51,,,,,,
889,5900.13,,,,,,
890,8860.55,,,,,,
891,8927.74,,,,,,
892,5001.32,,,,,,
893,9526.8,,,,,,
894,9377.87,,,,,,
895,9534.85,,,,,,
896,9004.1,,,,,,
897,7394.06,,,,,,
898,8787.53,,,,,,
899,4831.49,,,,,,
900,8532.85,,,,,,
901,9153.51,,,,,,
902,7610.25,,,,,,
903,6950.29,,,,,,
904,7690.05,,,,,,
905,5632.3,,,,,,
906,7568.48,,,,,,
907,8750.06,,,,,,
908,9305.34,,,,,,
909,7933.46,,,,,,
910,6126.69,,,,,,
911,9342.67,,,,,,
912,6510.66,,,,,,
913,4281.85,,,,,,
914,4730.76,,,,,,
915,5653.12,,,,,,
916,9000.6,,,,,,
917,9382.12,,,,,,
918,8687.05,,,,,,
919,7022.45,,,,,,
920,9238.11,,,,,,
921,9055.99,,,,,,
922,6292.8,,,,,,
923,9388.02,,,,,,
924,9197.22,,,,,,
925,8023.51,,,,,,
926,6511.6,,,,,,
927,7165.41,,,,,,
928,7342.09,,,,,,
929,7150.43,,,,,,
930,6979.46,,,,,,
931,8364.35,,,,,,
932,8451.9,,,,,,
933,5525.23,,,,,,
934,9239.12,,,,,,
935,9197.74,,,,,,
936,8347.2,,,,,,
937,4886.95,,,,,,
938,9419.37,,,,,,
939,5667.14,,,,,,
940,9425.13,,,,,,
941,5892.75,,,,,,
942,7804.53,,,,,,
943,7556.32,,,,,,
944,9433.56,,,,,,
945,9105.27,,,,,,
946,9413.46,,,,,,
947,9488.24,,,,,,
948,6834.3,,,,,,
949,9058.09,,,,,,
950,5986.55,,,,,,
951,8836.76,,,,,,
952,8208.06,,,,,,
953,5036.74,,,,,,
954,4905.03,,,,,,
955,6693.5,,,,,,
956,8315.64,,,,,,
957,9434.6,,,,,,
958,7361.08,,,,,,
959,4855.06,,,,,,
960,7005.82,,,,,,
961,9280.11,,,,,,
962,7193.43,,,,,,
963,4430.9,,,,,,
964,5220.49,,,,,,
965,9375.04,,,,,,
966,9154.31,,,,,,
967,9328.87,,,,,,
968,6420.8,,,,,,
969,9479.18,,,,,,
970,8545.4,,,,,,
971,9017.18,,,,,,
972,9133.96,,,,,,
973,4547.29,,,,,,
974,9286.74,,,,,,
975,6526.27,,,,,,
976,6043.33,,,,,,
977,8746.91,,,,,,
978,6776.34,,,,,,
979,9194.43,,,,,,
980,8557.58,,,,,,
981,4816.84,,,,,,
982,5032.23,,,,,,
983,9498.38,,,,,,
984,8955.88,,,,,,
985,8276.76,,,,,,
986,4840.88,,,,,,
987,5053.79,,,,,,
988,7947.45,,,,,,
989,8856.41,,,,,,
990,9381.81,,,,,,
991,8849.23,,,,,,
992,8556.35,,,,,,
993,9387.16,,,,,,
994,9315.07,,,,,,
995,9500.2,,,,,,
996,5614.43,,,,,,
997,9468.69,,,,,,
998,6082.9,,,,,,
999,9309.79,,,,,,
1000,6733.05,,,,,,
