a,b
0.07011836799938465,0.0
0.0768265139995492,1.0E-4
0.07736951600000452,2.0E-4
0.08237649100010458,3.0000000000000003E-4
0.08530734099986148,4.0E-4
0.08713017599984596,5.0E-4
0.08764182599998094,6.000000000000001E-4
0.08846032099972945,7.000000000000001E-4
0.09095366699989427,8.000000000000001E-4
0.09194444800050405,9.000000000000002E-4
0.09273899000072561,0.0010000000000000002
0.09394832899988614,0.0011000000000000003
0.09633587999996962,0.0012000000000000003
0.09649078499933239,0.0013000000000000004
0.09656130100029259,0.0014000000000000004
0.09687041399956797,0.0015000000000000005
0.09765278700069757,0.0016000000000000005
0.09942703600063396,0.0017000000000000006
0.10079727500033187,0.0018000000000000006
0.10549738900044758,0.0019000000000000006
0.10552316900066216,0.0020000000000000005
0.10668075399917143,0.0021000000000000003
0.1069964280000022,0.0022
0.10713314700115006,0.0023
0.10757513799944718,0.0024
0.10873507399992377,0.0024999999999999996
0.10932059100014158,0.0025999999999999994
0.10966485399990233,0.0026999999999999993
0.11003641799993602,0.002799999999999999
0.11069674200007285,0.002899999999999999
0.11103760599871748,0.0029999999999999988
0.11228656099956424,0.0030999999999999986
0.11282966200087685,0.0031999999999999984
0.11319610900000043,0.0032999999999999982
0.11324443800003792,0.003399999999999998
0.11371356499876129,0.003499999999999998
0.114668853999774,0.0035999999999999977
0.11501686700103164,0.0036999999999999976
0.11540693800009194,0.0037999999999999974
0.11605836099988665,0.0038999999999999972
0.11653294100142375,0.0039999999999999975
0.11665077199995721,0.004099999999999998
0.11783858300077554,0.004199999999999998
0.1180721650000578,0.004299999999999998
0.1180981809993682,0.0043999999999999985
0.11978098999861686,0.004499999999999999
0.12049157499859575,0.004599999999999999
0.12059725499966589,0.004699999999999999
0.12127636099990013,0.0048
0.12147551400039447,0.0049
0.12189493200003199,0.005
0.12205057800019858,0.0051
0.12242350999986229,0.005200000000000001
0.12269579500025429,0.005300000000000001
0.12270273899957829,0.005400000000000001
0.12317494099988835,0.005500000000000001
0.12411766600052943,0.005600000000000002
0.12460298899895861,0.005700000000000002
0.1251541340006952,0.005800000000000002
0.12647655000000668,0.0059000000000000025
0.12725993000003655,0.006000000000000003
0.12731829099993774,0.006100000000000003
0.12735095099924365,0.006200000000000003
0.12807699800032424,0.0063000000000000035
0.1284645140003704,0.006400000000000004
0.12863940900024318,0.006500000000000004
0.12931950599977426,0.006600000000000004
0.1295476180002879,0.0067000000000000046
0.13002480200066202,0.006800000000000005
0.13035197599947423,0.006900000000000005
0.13061747799997647,0.007000000000000005
0.13075624799967045,0.007100000000000006
0.1307897920000869,0.007200000000000006
0.1310670670000036,0.007300000000000006
0.1311975259995961,0.007400000000000006
0.13216265900155122,0.007500000000000007
0.13336801500008733,0.007600000000000007
0.1333836580015486,0.007700000000000007
0.13375674899907608,0.0078000000000000074
0.13376871200034657,0.007900000000000008
0.1341208399990137,0.008000000000000007
0.1341951650010742,0.008100000000000007
0.13433153500000117,0.008200000000000006
0.13524092600164295,0.008300000000000005
