@requestId,@xrayTraceId,@duration,@timestamp
9c6636cd-01cb-4e6b-baa5-61297e6548a8,1-5d250a74-e488437642d961e8a9caf816,12957.33,2019-07-09 21:43:32.004
cb6b81b3-68e5-48a5-85a8-283f9b0421d2,1-5d250a85-a3fcd1e8b643a636d20920fd,5409.34,2019-07-09 21:43:38.500
6a7a77fb-b027-4f99-9119-21b945b2e4c3,1-5d250a8b-f87f6d02f90a8cff3b830584,4186.94,2019-07-09 21:43:43.780
182a1e36-fadd-48d6-aac0-e6b795b6e9c9,1-5d250a90-950f1eaaf1c9d5707a5c4228,6355.95,2019-07-09 21:43:51.221
63419158-5863-4966-a73d-817c67fcecf8,1-5d250a98-f3bc7ec8dbd32c088a3f8baf,8779.15,2019-07-09 21:44:01.099
9ac8afe4-66e8-454b-9dc7-508ac59628c3,1-5d250aa2-fac0bcca214d12b8c5211f64,1919.84,2019-07-09 21:44:04.101
8872d2c0-29fa-4421-bb98-4015a0d2b7be,1-5d250aa5-d43b2a5088fd8196d303a986,7770.68,2019-07-09 21:44:12.963
fd872548-75f2-4709-a11d-396b523e7455,1-5d250aae-a6af92355509ace1a07d6ea1,3029.48,2019-07-09 21:44:17.099
70975f2d-fae2-419c-9dbd-f252a57b3eaa,1-5d250ab2-be9e4d77d1065f61252d21b6,2787.11,2019-07-09 21:44:20.999
07e00370-05d6-47b9-89c7-80cbee48e390,1-5d250ab6-92d5f70a7c5247106b42bb24,4287.85,2019-07-09 21:44:26.362
bc3a6091-c589-40e9-ac72-7ffc6c9a754e,1-5d250abb-fdc044d7adfe41d2cfece3df,3269.75,2019-07-09 21:44:30.723
cbbc0cd7-4edd-42c5-9c76-f9256d62333f,1-5d250abf-9f2b076dd35d274e9bcbbaf0,3210.1,2019-07-09 21:44:35.022
f1200f43-c495-431d-a42d-0fdebd52b1b0,1-5d250ac4-8f9eef6985c169436ce00954,2576.57,2019-07-09 21:44:38.683
1e3a909a-fd3f-4f8e-8f5e-87787d1f2793,1-5d250ac7-e11c2dcc9694d24632b6d68e,4231.35,2019-07-09 21:44:44.020
d6c340d6-3f6e-4790-bcc7-e23612742025,1-5d250acd-243db018fee30ef89f86c546,2501.33,2019-07-09 21:44:47.623
d2d57c01-a77a-43c3-ae5c-c591c2fa3e8c,1-5d250ad0-f2af9340eb5a53e865050f3e,2931.93,2019-07-09 21:44:51.643
52f1842d-71e4-4aa5-acf9-21db0ddf9f70,1-5d250ad4-d998edacbb4588717508e057,7691.31,2019-07-09 21:45:00.439
e2e0d1df-685d-47c8-9158-af2595e4ab4a,1-5d250add-b7b6315c38bbc1810638baf2,4093.77,2019-07-09 21:45:05.619
f9c84348-43b9-4dec-b17d-bccc2cd795ac,1-5d250ae2-5bb25a08dd84e609d5fa267c,3777.28,2019-07-09 21:45:10.461
38f0c37a-6993-4d76-a2d1-818eac4cc18c,1-5d250ae7-66a03642ff5c00b070790531,1470.36,2019-07-09 21:45:13.021
b2730529-a2cb-4023-8799-421d331c7363,1-5d250aea-d61bf6b4235cef9cef23fdfc,3891.08,2019-07-09 21:45:18.001
fa0d8f42-09f1-47bb-a8c9-9749de1567fa,1-5d250aef-3b4cd43847383be04b969a00,7571.88,2019-07-09 21:45:26.699
39619649-5a2b-4c50-a228-12ae41c840bc,1-5d250af7-ecd30cc74e55f28413fd52ba,4327.06,2019-07-09 21:45:32.100
97d5166c-d4c2-4e06-bae9-62e453949773,1-5d250afd-efac9ad4d14c017743792100,4376.9,2019-07-09 21:45:37.583
e5cd6a13-46e5-44c4-b560-4e0bb4ba24d8,1-5d250b02-58d665b60fcfa4909e50de94,2839.94,2019-07-09 21:45:41.519
e998be02-0d2c-4d39-bdfa-09a9f0a3066b,1-5d250b06-2016f9a36b896045b3a60b19,2263.19,2019-07-09 21:45:44.843
c49fc3c4-4cce-45ee-a0e7-cdc591c91f87,1-5d250b09-4a12134467f0ae88e74bb822,3217.17,2019-07-09 21:45:49.159
8613ad4b-86cc-4a82-b758-f9ecf8bd8fb3,1-5d250b0e-e476fd8aed5a2ffaff778a4e,3352.15,2019-07-09 21:45:53.585
b74746e7-e5f0-4a91-ab01-0a2de9de8815,1-5d250b12-6b17e53a41ddc2b6f9d3bec8,3833.04,2019-07-09 21:45:58.539
f700abd4-29ff-45e1-9051-048ad8c249e0,1-5d250b17-7cdfb62052e52420f3184080,5189.49,2019-07-09 21:46:04.840
e0a41c86-2a00-4600-86c9-cbbda3f28ca8,1-5d250b1d-a0cb3f552f93ea42917ee68e,2846.58,2019-07-09 21:46:08.780
e280fede-6880-4d20-802f-b25fe673bcc5,1-5d250b21-5a8e08508d453660de397080,5393.35,2019-07-09 21:46:15.261
e0a6237e-969f-42c9-8ae9-14fe39ed5b91,1-5d250b28-bc5768fcca97bdf6750b9d76,4582.68,2019-07-09 21:46:20.941
7011f22e-02b6-48c9-98a1-e04e9614288b,1-5d250b2e-aae485806bcec8003daec6c0,7983.05,2019-07-09 21:46:30.042
b10e4af0-3be4-4977-a2ca-5ad6664b6d1d,1-5d250b37-02843a1e96c8680f4fbfa110,7394.57,2019-07-09 21:46:38.521
5b25f841-1674-4272-9a00-66c978ed3c61,1-5d250b3f-abee5b04fb9593c2e1790850,8053.06,2019-07-09 21:46:47.661
9ba95b13-ceaf-44d3-949b-e038fe970350,1-5d250b48-b3c24bd38c64900eede62f46,1823.05,2019-07-09 21:46:50.583
c1003eec-8417-48d3-855d-6e11d46e2429,1-5d250b4b-4fbd8da77c0881077c55a15a,2051.9,2019-07-09 21:46:53.743
92d56e72-83fa-44e9-98a9-4dd69b514305,1-5d250b4e-c6ddc37084b56c20ed941e1e,7044.82,2019-07-09 21:47:01.881
a7fdf273-5ca4-49e5-a874-dc785f59f352,1-5d250b56-c1fbfdb1a01a2e68d9ab84d0,5044.48,2019-07-09 21:47:08.020
64c6140e-464c-416f-ac9d-36f243abdcad,1-5d250b5d-dbfde59ad28f2977059ac690,1614.41,2019-07-09 21:47:10.722
fb2ed70f-fbe0-43fb-8281-3ce9c6734ce9,1-5d250b5f-dacbac4474ab8acabcc48392,2323.1,2019-07-09 21:47:14.159
7f87021b-901d-4d0e-9ab9-efa0e54d8914,1-5d250b63-5ac86fb8e19953cc25de4a50,4883.1,2019-07-09 21:47:20.120
c3789651-b593-4a1e-8c81-d85bdea1fbaf,1-5d250b69-37a160c432480c0549e05577,8539.65,2019-07-09 21:47:29.742
dc5e65df-df80-4bc4-8842-a658a2f22917,1-5d250b72-1ec80a820eb9ea383ce0c3fc,3993.95,2019-07-09 21:47:34.901
18b02523-50bb-44b6-81f2-7d05c00aaeb6,1-5d250b78-06381d0871719cbea094f96a,5935.36,2019-07-09 21:47:41.939
bb72c3c9-6b4d-4437-b693-2cf1598a7daf,1-5d250b7f-b7204fd736918ddc0705de53,2116.49,2019-07-09 21:47:45.141
03998f2f-5183-4e9d-8cd3-853847772d7c,1-5d250b82-7fe1e602b3e2aa12e08893e8,3182.59,2019-07-09 21:47:49.419
1c985d6d-76c7-4c6c-9108-f3b51da53f42,1-5d250b86-12a108c0b703d250cfa19b44,6634.92,2019-07-09 21:47:57.163
99eb387d-07f6-44fc-8afb-e67776d00e4b,1-5d250b8e-1eb86300751598c841f79b18,4460.44,2019-07-09 21:48:02.739
0a27a6ae-2171-40b7-a0f4-d6a1afc94855,1-5d250b93-527179423ddd4d1ed5a479cc,6355.05,2019-07-09 21:48:10.179
e9370d99-daa9-422f-9eda-5a8ccc7f845a,1-5d250b9b-3705702c2ff159b47f284ca8,7598.19,2019-07-09 21:48:18.859
7de1811d-7dc5-4bf1-935d-008816825b90,1-5d250ba3-03a8dda48eff6ad8a0537f92,3151.33,2019-07-09 21:48:23.103
cdf778c1-907d-4993-bd15-ed7f9657e764,1-5d250ba8-67e0c34485c941e940282002,8035.47,2019-07-09 21:48:32.239
7067bd7f-14f2-4914-bd32-683131eeda72,1-5d250bb1-8eddf6781764233af2ef7464,2759.3,2019-07-09 21:48:36.100
059e032f-f493-4ad9-8237-3aac9a25516b,1-5d250bb5-9c367faafcba7c607bbd12c5,3398.64,2019-07-09 21:48:40.584
96bd5d6a-8206-4851-9911-fbfb491a96b3,1-5d250bb9-ef831ed664ae0c1943121bf8,2453.91,2019-07-09 21:48:44.141
8cf44114-a5e4-4355-a397-c5377265a15d,1-5d250bbd-63cb2c00fbb5488850bc9738,2536.11,2019-07-09 21:48:47.761
ff4629dd-7bfd-448b-9999-6f998dacd76d,1-5d250bc0-03a780120702367ec799a186,5799.99,2019-07-09 21:48:54.641
1edd5032-dbed-452a-a74a-9a4560fe2ace,1-5d250bc7-e92e191258f496fad4af5f34,2978.83,2019-07-09 21:48:58.701
b791d8b1-e192-44f9-9b15-2979c576f950,1-5d250bcb-9ef0117615deab10da5b4914,2016.84,2019-07-09 21:49:01.803
267c6019-7325-40f9-bb05-8731025f8b4b,1-5d250bce-35d572928cb440404ceb369c,6093.64,2019-07-09 21:49:08.985
f730a93a-72e3-4b6d-a0e4-db70344279b3,1-5d250bd6-d522a33c10116c2cd38131c4,2818.11,2019-07-09 21:49:12.903
cc74c0ef-1b06-4a84-918e-8b9c61d09812,1-5d250bd9-577fa4d76489479ec13204d3,8178.26,2019-07-09 21:49:22.163
1145d47c-89db-43be-baaa-b3766d03fcd0,1-5d250be3-35315e327a32edc6c7d370e0,3551.71,2019-07-09 21:49:26.801
b02faad3-5c86-4898-885e-fee79771c6e8,1-5d250be7-65a066c05227d3e2e5fa7ec6,3337.55,2019-07-09 21:49:31.259
b2b24784-68d7-41bd-9f60-f03640a1f828,,2591.38,2019-07-09 21:49:34.939
d6fc3d0c-6b56-48b8-ad5b-49ab6366716b,1-5d250bf0-0793e27006e0ae6e87b8dd8a,2939.6,2019-07-09 21:49:38.986
