@requestId,@xrayTraceId,@duration,@timestamp
5cc9cb60-86b2-4e70-be6c-cca26207958f,1-5d2626b1-942435c4abb58b3170595623,13575.1,2019-07-10 17:56:17.136
af71a8f1-6348-4ed7-bca8-3d49cf37cc39,1-5d2626c2-47634bf4338ca86466f9e900,8003.81,2019-07-10 17:56:26.254
fae16007-4884-4c84-bbef-b429350a6e5f,1-5d2626cb-9389867783feac067c23d2fd,6063.15,2019-07-10 17:56:33.394
4830dc69-b80a-4136-ab2f-5447d53d241a,1-5d2626d2-904cbf70d597aa806b32c470,4575.27,2019-07-10 17:56:39.054
4896d71b-f06f-4d8e-af18-5de083047b69,1-5d2626d8-f510d4205567fe887cfafce0,8750.2,2019-07-10 17:56:48.877
35d4cbe2-c734-4c11-8499-470f8aed3f7a,1-5d2626e1-e354978ea10dc07ca1182e08,8631.53,2019-07-10 17:56:58.615
54d0b64c-02f2-4186-a8a3-7919246aef54,1-5d2626eb-b9138cecdb2b97df92213bb0,5134.14,2019-07-10 17:57:04.857
5119e0c3-77ae-41f2-a6fa-3b74aec7cf08,1-5d2626f1-953a9d18dc6adbaca923026c,3785.59,2019-07-10 17:57:09.774
7419c6a1-9a34-4879-a9fa-535f8960f178,1-5d2626f6-2c97dcba736fc74f0456cb0b,4152.59,2019-07-10 17:57:15.034
fb131350-86e3-4853-9d3c-9c0b485f852a,1-5d2626fc-4d24421d81698532c4396785,8889.23,2019-07-10 17:57:25.016
f5586125-d3c7-40d2-aced-71a9c406d2df,1-5d262706-7de16868a68547a84d6fc4a4,8139.31,2019-07-10 17:57:34.274
d93130f0-d0e9-4504-a67f-ee3febd803fe,1-5d26270f-c5b99172a90ac980d76e15fe,5851.86,2019-07-10 17:57:41.215
29abbc37-d429-4595-a5e2-f0118b497513,1-5d262716-8b53eb9557e0bfc788dd5be7,7845.52,2019-07-10 17:57:50.136
10f3f9c6-082e-4991-b814-5d6c2de83ded,1-5d26271f-297254f017379e37c0befb90,4141.96,2019-07-10 17:57:55.380
2b6c3de7-7061-4d26-959f-f96383c983f3,1-5d262724-58dd5d80dee15b80fa820680,7994.91,2019-07-10 17:58:04.474
623bf269-1119-4aa5-a876-b8bce2ceaf24,1-5d26272d-58c5a79f8ed9457a13b38c6c,6693.87,2019-07-10 17:58:12.235
ac0a1628-530a-4df0-afaa-dab3b81a2388,1-5d262735-3fc11fe0f364c0085a412a70,8469.63,2019-07-10 17:58:21.817
d8afcb36-b270-4755-9111-1fecc1a939ae,1-5d26273e-f82ea8b5b0b8bfdd6aae29f7,8605.86,2019-07-10 17:58:31.515
fc321532-7e14-44bd-9138-13b7311781d1,1-5d262748-7a7fff3ac03387fe09d0df28,7598.19,2019-07-10 17:58:40.199
ec13da59-bc66-4304-a050-0f4a7d0f91cf,1-5d262751-b466363cfc463a2dcd836735,5791.79,2019-07-10 17:58:47.074
84677b5e-dcf4-4730-ac84-67e79103ad4e,1-5d262758-e860bcd832e59f8dc9ae4814,4884.45,2019-07-10 17:58:53.074
a8060043-75ae-4ccf-9a12-93f01f461293,1-5d26275e-2b010dc4bcbb48702213aab9,4203.09,2019-07-10 17:58:58.396
b4c63027-7808-4644-9918-1fb314b240e5,1-5d262763-6f7c8698bd1417a0408a9018,8507.36,2019-07-10 17:59:07.995
8aeb3330-cf20-4c47-9fff-9b097e83dc6c,1-5d26276d-5d9aa39817ed36b4f0d12030,8007.32,2019-07-10 17:59:17.116
e8f4046f-57e5-4711-b210-2a19ef9ea115,1-5d262776-e9762874d7ab2f0a865a9742,4964.3,2019-07-10 17:59:23.175
506209ce-3b4e-4eeb-b266-8f118d451e84,1-5d26277c-ef5d73a0d35f5fb4d63717d1,6301.58,2019-07-10 17:59:30.558
64849f7b-bc78-44c2-8ef2-40476072bd6c,1-5d262783-de71a63f7a36d4fc94f72616,8418.04,2019-07-10 17:59:40.075
7a9dbd5a-0f73-47ad-9e89-f84121e1a385,1-5d26278d-07b52e7e8d2923fae88a5692,3994.52,2019-07-10 17:59:45.155
b3598765-6491-46bd-a431-c547b0d76bff,1-5d262792-461dde54a5a7b7e0add5aaf8,8286.7,2019-07-10 17:59:54.536
55407d4c-9a7b-461c-8ea8-bb3f4eb2e970,1-5d26279b-48f4581ef9a2f10aa5570a0a,5767.84,2019-07-10 18:00:01.417
d02261ef-f442-4891-b3cf-c31d04382643,1-5d2627a2-5a43f5fc1411fd8a66b7b47c,8083.29,2019-07-10 18:00:10.597
321cbe37-901b-4b2c-9be7-a5c4578856c3,1-5d2627ab-5df9ffc8b213ef5815de56a2,8820.55,2019-07-10 18:00:20.522
4e5b3e4f-be90-4c7e-a302-fa26d8c212da,1-5d2627b5-508071c0dd94ce94ed154712,4770.25,2019-07-10 18:00:26.396
387eda8e-e33d-4cb4-9287-23e1fda002d5,1-5d2627bb-ee6b8a395489658a6aedb9d1,7118.06,2019-07-10 18:00:34.598
bdc84618-918a-4c0a-8a99-4659dd0c0917,1-5d2627c3-73a357d03cbb8a7e673b996a,3744.23,2019-07-10 18:00:39.438
32d42bbd-c32b-498c-baff-d885cc974f89,1-5d2627c8-03363d2a0269f3897836dd31,7052.17,2019-07-10 18:00:47.614
e6379ed1-136d-40d1-be48-ccc5cc7473ff,1-5d2627d0-f536e3dac88c8eba405ff6d2,6645.16,2019-07-10 18:00:55.355
dffb007a-9b3e-4099-9787-054acd6b8bcf,1-5d2627d8-b146c5c51836c2dfaeea41a9,6235.79,2019-07-10 18:01:02.677
4414acc4-a7e8-459e-a6ca-bae010f3ed69,1-5d2627df-77a3d45a42e7ecb293f6a2b3,4292.79,2019-07-10 18:01:08.075
2e2ca936-ca3c-4675-a395-abc9f8243d47,1-5d2627e5-34201bd8adbc810085b7e9c8,8437.97,2019-07-10 18:01:17.636
25ee5e1d-44fe-4839-9012-49abec413a0d,1-5d2627ee-38df2ef28fe3735d0061be38,8770.64,2019-07-10 18:01:27.496
10e11760-b3b0-43c1-a0c4-fe3a656dd4ce,1-5d2627f8-1ceda0a6a9ab811ade10a582,8681.19,2019-07-10 18:01:37.282
