y
668.88
678.29
828.55
959.95
893.53
703.56
1069.70
698.14
847.68
607.36
955.99
777.28
630.56
804.67
1045.19
557.83
901.75
1020.50
628.08
861.81
669.40
704.96
841.51
577.71
611.54
868.60
790.52
721.00
657.58
643.40
573.50
731.79
989.09
873.89
978.44
942.67
1053.17
1051.15
675.09
870.96
873.71
701.53
957.20
588.98
894.65
743.81
738.66
703.52
639.57
818.54
1017.53
699.05
625.79
1046.98
757.74
797.55
838.89
672.35
608.38
726.73
604.87
982.47
1036.91
963.53
966.93
581.18
642.98
648.54
684.22
561.84
668.97
1113.92
579.10
1053.84
947.58
650.36
890.44
955.51
635.95
590.47
1023.95
1053.95
672.50
758.26
952.32
610.99
912.30
801.67
701.05
659.43
748.48
589.74
863.76
685.72
908.33
742.75
652.97
640.70
790.92
774.87
842.69
738.64
567.99
674.87
729.72
684.81
969.19
719.83
609.10
898.36
1041.12
610.48
688.65
657.46
793.26
590.00
732.10
682.98
764.53
1029.46
970.43
1014.60
776.60
603.01
805.96
647.70
943.79
751.63
883.90
806.77
1066.86
615.97
884.60
560.52
761.95
1079.54
1018.67
915.25
679.68
823.12
915.93
1047.40
673.25
868.31
719.63
702.92
763.47
941.73
968.77
638.44
1111.83
704.99
593.89
636.47
1098.26
596.15
895.36
968.46
1060.91
567.47
733.11
1125.08
653.80
629.55
688.56
1086.06
1084.33
639.67
627.56
736.60
933.41
1100.57
1063.02
646.48
873.81
657.09
688.20
744.15
709.16
805.13
1100.12
692.10
760.60
849.58
725.00
597.85
775.48
855.90
759.17
889.52
812.04
632.94
968.03
978.92
752.92
816.84
986.25
1073.32
1003.18
591.38
809.26
995.76
1083.23
679.88
1281.16
1125.15
733.48
671.35
1014.21
833.40
624.81
705.25
741.24
812.69
956.06
1092.37
859.14
717.01
629.96
754.58
668.89
773.99
641.28
958.15
713.43
800.34
1054.73
1018.61
671.41
853.24
1046.47
691.84
720.07
858.48
625.77
912.77
632.79
545.74
656.51
689.66
833.21
990.40
1023.56
1074.32
634.68
726.51
629.66
576.28
716.47
695.44
1003.04
1077.40
1038.89
792.23
682.99
1119.58
976.50
885.36
576.71
1180.40
735.74
865.92
706.52
903.25
1085.35
874.32
1083.87
750.98
879.70
798.38
716.58
883.98
914.70
931.33
864.59
806.26
803.37
1065.11
1040.51
1040.50
661.14
604.68
1056.16
857.34
763.89
624.81
654.31
688.30
1032.98
907.34
926.12
648.50
1092.67
770.42
622.08
631.32
1141.22
839.05
685.42
653.35
763.66
547.27
945.97
892.68
681.62
684.58
628.89
915.64
736.09
642.23
856.30
957.85
871.38
759.61
1015.39
943.06
1160.60
956.90
616.54
930.75
561.91
593.80
606.19
1011.25
662.89
577.97
828.92
959.25
1228.46
664.42
999.75
561.58
991.00
819.32
622.86
633.72
565.42
758.45
886.72
706.76
631.78
987.84
718.62
989.74
1119.26
581.95
625.84
660.63
687.36
1007.07
972.16
717.23
919.10
810.19
646.32
972.41
741.88
1052.35
947.43
842.59
1013.89
569.06
981.89
638.52
668.27
950.19
609.13
664.10
603.65
1022.49
740.93
950.27
566.26
615.96
826.27
683.78
1008.56
1016.42
676.00
747.21
684.85
657.16
804.41
658.76
1013.37
875.70
664.54
574.61
893.12
651.68
743.56
652.82
579.38
664.53
1105.51
1120.93
1112.44
806.85
954.76
695.07
747.73
1054.52
1143.96
643.59
857.31
814.35
878.72
774.87
625.28
836.72
729.44
843.45
718.95
737.68
939.03
709.49
756.77
779.26
989.43
684.50
751.24
944.43
764.72
638.45
910.52
1152.19
1065.61
1047.86
683.70
963.91
1008.47
562.28
597.03
631.47
834.85
823.56
615.01
1091.45
629.01
916.87
940.37
921.82
924.87
785.77
1028.95
699.00
602.38
982.32
758.82
1083.80
595.86
565.96
982.60
608.31
981.01
674.56
907.59
553.15
625.12
674.13
627.56
617.91
718.37
737.52
748.19
954.94
682.63
918.13
619.68
1014.86
756.95
739.53
945.86
624.38
935.50
1042.75
620.71
667.89
631.76
687.68
923.31
840.30
1056.22
949.73
623.26
650.99
675.04
599.16
654.88
905.39
561.19
983.47
681.73
971.73
937.07
685.11
916.33
600.15
691.47
675.90
906.38
643.79
621.79
646.86
853.41
605.67
572.11
1037.92
1072.01
686.20
620.62
630.83
778.84
742.93
728.46
973.94
952.29
822.37
673.69
1120.18
768.29
671.89
917.23
627.80
944.68
1105.10
949.74
959.68
1024.14
1023.97
884.80
1037.34
637.24
1018.83
1036.15
885.64
798.90
940.03
733.66
828.33
1068.62
910.76
975.78
845.42
1042.44
693.77
897.37
618.85
1014.72
715.57
1210.48
895.00
724.13
989.24
1062.50
686.13
548.74
907.64
565.83
689.56
919.09
631.03
903.22
593.19
881.77
946.75
661.14
972.71
712.87
838.62
730.92
1091.00
1006.11
631.74
677.80
929.56
1038.12
753.04
804.28
736.51
721.85
621.82
894.39
596.82
618.26
674.51
1046.05
590.01
619.34
613.81
1050.91
1129.87
936.83
777.06
625.67
1031.37
622.49
963.79
565.32
752.31
634.50
626.09
691.57
1088.63
976.62
636.81
775.19
880.99
798.34
1001.76
747.77
872.34
778.91
866.75
628.98
1011.91
682.64
776.81
964.62
962.74
572.69
927.52
676.36
868.04
676.47
959.72
908.35
625.90
1006.18
777.89
747.01
703.81
865.76
629.38
999.80
917.38
686.26
955.99
1072.61
686.33
691.01
1092.56
714.60
690.45
661.17
641.88
992.50
931.75
664.88
873.93
1144.29
661.42
938.23
640.05
870.62
619.72
640.58
781.16
640.07
780.82
601.17
842.25
790.95
628.78
1017.50
774.69
689.56
1077.96
1082.08
820.63
747.77
691.05
675.52
814.76
646.94
779.03
820.74
643.10
665.17
830.04
682.86
829.30
609.05
677.12
896.25
730.26
770.31
765.92
945.11
631.01
912.41
630.49
601.63
907.25
653.92
886.66
630.69
914.17
1080.99
792.53
622.55
858.88
1014.63
634.84
722.14
877.83
639.63
557.54
990.76
734.68
758.87
682.95
826.19
1066.53
605.10
608.39
1093.85
1100.81
618.94
805.85
758.95
635.05
690.14
846.30
692.40
773.12
739.96
656.30
763.45
612.58
608.62
1112.41
609.29
724.78
916.81
605.63
831.13
652.23
627.78
949.94
969.15
767.14
906.09
889.10
932.15
593.46
573.51
622.16
684.40
705.43
1030.19
674.41
1011.76
691.09
606.03
660.94
1058.14
740.24
665.04
924.74
752.69
651.05
991.61
658.15
637.16
746.57
1036.80
842.56
578.50
654.83
688.92
740.08
1063.70
606.31
897.10
968.17
936.18
792.10
1073.72
677.57
643.23
1025.05
644.41
923.00
629.74
886.67
670.57
633.47
694.03
1010.89
925.52
784.64
905.39
574.86
979.65
706.02
669.12
867.36
665.72
768.34
764.66
932.04
945.30
579.13
655.45
720.96
951.13
962.98
581.30
1013.55
615.33
853.72
610.98
1107.42
691.59
690.02
832.38
724.80
772.62
1072.82
996.59
612.04
627.65
1112.20
1010.83
624.13
1038.19
953.48
971.29
791.79
752.27
981.76
627.36
861.20
1102.04
934.78
595.72
689.90
839.67
619.10
597.84
767.57
670.73
932.88
611.53
672.35
653.06
887.87
852.02
919.27
911.66
699.66
1088.25
682.47
648.60
1034.05
628.81
688.52
680.23
1014.02
806.28
977.88
1194.01
799.08
861.62
755.53
931.53
984.09
796.82
695.30
603.00
992.13
621.33
985.08
962.64
934.53
959.12
667.20
694.71
934.56
817.61
1020.75
668.71
1136.78
874.68
732.18
955.57
632.87
958.17
800.64
893.09
980.53
623.56
653.29
967.71
649.87
574.66
672.77
1050.28
930.51
628.59
688.34
593.69
645.83
855.54
671.76
1009.67
605.03
686.37
827.36
610.07
1014.71
625.97
714.22
694.75
637.49
1040.24
931.86
1105.90
705.96
953.72
654.01
745.96
715.63
673.78
858.61
954.87
795.99
839.67
1004.21
650.09
631.02
979.40
791.92
599.38
617.05
909.15
908.65
700.27
757.84
892.86
868.65
688.35
719.06
694.32
889.17
940.99
994.32
707.03
1084.27
649.43
774.64
652.59
698.66
743.23
596.61
1030.64
1056.85
900.11
912.69
692.76
573.88
1041.69
796.97
739.07
649.71
873.16
611.87
634.57
811.72
922.06
609.60
687.22
1053.87
663.40
1119.19
986.96
1056.27
637.95
860.94
765.23
1096.04
651.87
857.75
944.23
840.33
816.78
654.49
1036.35
661.53
927.46
676.47
1047.38
680.48
702.75
563.98
640.15
788.84
928.97
693.20
